,date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
0,2022-01-01,0,7,44,4,6,337,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,66,10,6,1032,30,0,7,44,-3,27,6,43,12,19,6,43,1
0,2022-01-01,100,6,43,4,6,337,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,64,10,6,1032,30,0,6,43,-4,24,5,41,13,21,5,41,1
0,2022-01-01,200,6,42,4,6,338,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,62,10,6,1032,30,0,6,42,-6,22,4,40,13,21,4,40,1
0,2022-01-01,300,5,41,4,6,339,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,60,10,6,1032,30,0,5,41,-7,19,4,39,13,21,4,39,1
0,2022-01-01,400,4,40,4,6,342,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,58,10,6,1032,30,0,4,40,-8,17,3,37,13,21,3,37,1
0,2022-01-01,500,4,39,4,7,344,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,57,10,6,1032,30,0,4,39,-10,15,2,36,13,21,2,36,1
0,2022-01-01,600,3,37,4,7,347,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,55,10,6,1031,30,0,3,37,-11,13,1,33,12,20,1,33,2
0,2022-01-01,700,2,36,5,7,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,55,10,6,1031,30,0,2,36,-10,13,0,32,12,20,0,32,2
0,2022-01-01,800,2,36,5,8,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,55,10,6,1031,30,0,2,36,-10,14,-0,32,10,16,-0,32,2
0,2022-01-01,900,2,36,5,8,357,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,55,10,6,1031,30,0,2,36,-10,15,-0,31,11,17,-0,31,2
0,2022-01-01,1000,4,39,5,8,238,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,65,10,6,1030,30,0,4,39,-5,22,2,35,10,16,2,35,2
0,2022-01-01,1100,6,43,5,7,120,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,75,10,6,1029,30,0,6,43,-1,30,5,40,10,15,5,40,3
0,2022-01-01,1200,9,47,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1029,30,0,9,47,3,38,8,46,9,14,8,46,3
0,2022-01-01,1300,10,50,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,87,10,6,1028,30,1,10,50,6,42,9,49,9,14,9,49,4
0,2022-01-01,1400,11,52,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,88,10,6,1028,30,2,11,52,6,43,11,51,9,14,11,51,4
0,2022-01-01,1500,12,53,4,7,1,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,90,10,6,1028,30,3,12,53,7,45,11,53,8,13,11,53,4
0,2022-01-01,1600,11,51,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,83,10,6,1028,30,6,11,51,6,43,10,50,9,14,10,50,4
0,2022-01-01,1700,9,48,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,76,10,6,1029,30,9,9,48,3,37,8,47,9,15,8,47,3
0,2022-01-01,1800,7,45,4,7,2,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,70,10,6,1030,30,12,7,45,1,33,6,43,9,15,6,43,1
0,2022-01-01,1900,7,44,4,7,121,ESE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,67,10,6,1031,30,10,7,44,-2,29,5,42,9,14,5,42,1
0,2022-01-01,2000,6,43,4,6,239,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,64,10,6,1031,30,7,6,43,-3,27,5,41,8,12,5,41,1
0,2022-01-01,2100,6,42,3,5,358,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,61,10,6,1032,30,4,6,42,-4,26,5,40,7,11,5,40,1
0,2022-01-01,2200,5,42,3,5,356,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,61,10,6,1032,30,14,5,42,-4,25,4,40,6,10,4,40,1
0,2022-01-01,2300,5,41,3,5,353,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,61,10,6,1032,30,23,5,41,-4,24,4,39,6,10,4,39,1
0,2022-01-02,0,5,40,3,4,351,N,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,61,10,6,1033,30,33,5,40,-5,24,4,39,6,9,4,39,1
0,2022-01-02,100,4,40,3,5,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,62,10,6,1033,30,23,4,40,-5,23,4,38,9,15,4,38,1
0,2022-01-02,200,4,40,3,6,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,62,10,6,1032,30,13,4,40,-6,22,3,38,10,16,3,38,1
0,2022-01-02,300,4,40,4,6,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,63,10,6,1032,30,4,4,40,-6,21,3,37,11,18,3,37,1
0,2022-01-02,400,4,39,4,7,235,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,62,10,6,1032,30,36,4,39,-7,20,2,36,12,19,2,36,1
0,2022-01-02,500,4,39,5,8,120,ESE,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,61,10,6,1031,30,68,4,39,-7,19,2,35,13,21,2,35,1
0,2022-01-02,600,3,38,5,8,6,N,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,61,10,6,1031,30,100,3,38,-8,17,1,34,14,22,1,34,1
0,2022-01-02,700,3,38,5,8,5,N,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,62,10,6,1031,30,100,3,38,-8,18,1,34,13,21,1,34,1
0,2022-01-02,800,3,38,5,8,5,N,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,63,10,6,1031,30,100,3,38,-7,19,1,34,10,17,1,34,1
0,2022-01-02,900,4,38,5,8,4,N,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,63,10,6,1031,30,100,4,38,-7,20,2,35,10,17,2,35,1
0,2022-01-02,1000,5,40,4,7,117,ESE,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,71,10,6,1030,30,73,5,40,-4,25,3,37,9,14,3,37,1
0,2022-01-02,1100,6,43,4,6,230,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,78,10,6,1030,30,46,6,43,-1,30,5,41,7,12,5,41,3
0,2022-01-02,1200,8,46,3,5,343,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1030,30,20,8,46,2,35,7,45,6,10,7,45,3
0,2022-01-02,1300,9,49,3,4,334,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1029,30,17,9,49,4,40,9,49,5,9,9,49,3
0,2022-01-02,1400,10,51,3,4,325,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,86,10,6,1029,30,14,10,51,5,41,11,51,5,7,11,51,4
0,2022-01-02,1500,11,52,2,4,316,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,86,10,6,1028,30,11,11,52,6,43,11,52,4,6,11,52,4
0,2022-01-02,1600,10,50,3,5,328,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1029,30,10,10,50,6,43,10,49,6,10,10,49,3
0,2022-01-02,1700,9,48,4,7,339,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1030,30,8,9,48,4,40,8,46,8,13,8,46,3
0,2022-01-02,1800,7,45,5,8,351,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,84,10,6,1031,30,7,7,45,3,38,6,43,10,17,6,43,1
0,2022-01-02,1900,7,44,4,7,351,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,83,10,6,1032,30,7,7,44,2,36,5,42,9,14,5,42,1
0,2022-01-02,2000,6,43,4,6,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,81,10,6,1032,30,7,6,43,1,34,5,41,7,12,5,41,1
0,2022-01-02,2100,6,43,3,5,350,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,80,10,6,1032,30,6,6,43,0,33,5,41,6,10,5,41,1
0,2022-01-02,2200,6,42,3,4,348,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,78,10,6,1032,30,6,6,42,-0,32,5,41,8,13,5,41,1
0,2022-01-02,2300,5,42,2,3,347,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,76,10,6,1031,30,6,5,42,-1,31,5,42,8,13,5,42,1
0,2022-01-03,0,5,41,2,3,345,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,74,10,6,1031,30,7,5,41,-1,30,5,41,8,14,5,41,1
0,2022-01-03,100,5,41,2,3,341,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,76,10,6,1031,30,6,5,41,-1,30,5,40,9,14,5,40,1
0,2022-01-03,200,4,40,3,4,337,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,78,10,6,1030,30,5,4,40,-1,30,4,39,10,17,4,39,1
0,2022-01-03,300,4,39,3,5,332,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,80,10,6,1030,30,4,4,39,-1,31,3,38,11,17,3,38,1
0,2022-01-03,400,4,38,3,4,338,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,81,10,6,1030,30,5,4,38,-1,30,3,37,10,16,3,37,1
0,2022-01-03,500,3,38,3,4,343,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,83,10,6,1029,30,6,3,38,-1,30,2,36,10,16,2,36,1
0,2022-01-03,600,3,37,2,4,349,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,84,10,6,1029,30,6,3,37,-1,30,2,36,10,15,2,36,2
0,2022-01-03,700,3,37,2,4,343,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1029,30,10,3,37,-2,29,2,35,9,15,2,35,2
0,2022-01-03,800,2,35,2,4,336,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,87,10,6,1028,30,14,2,35,-2,28,1,34,9,15,1,34,2
0,2022-01-03,900,1,35,2,4,330,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,88,10,6,1028,30,17,1,35,-3,27,1,33,9,15,1,33,2
0,2022-01-03,1000,3,37,2,4,314,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,89,10,6,1027,30,24,3,37,-0,31,2,36,9,14,2,36,2
0,2022-01-03,1100,5,41,2,4,299,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,90,10,6,1026,30,30,5,41,2,36,5,40,9,14,5,40,2
0,2022-01-03,1200,7,44,2,4,283,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1025,30,37,7,44,4,39,7,44,10,16,7,44,3
0,2022-01-03,1300,7,44,2,4,294,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,92,10,6,1025,30,38,7,44,5,42,6,43,9,14,6,43,3
0,2022-01-03,1400,8,46,2,4,305,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,93,10,6,1024,30,38,8,46,6,44,7,45,8,13,7,45,3
0,2022-01-03,1500,8,47,2,4,316,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,93,10,6,1024,30,39,8,47,7,45,8,47,7,11,8,47,3
0,2022-01-03,1600,8,47,3,4,321,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,94,7,4,1024,30,43,8,47,5,41,8,46,7,11,8,46,3
0,2022-01-03,1700,7,45,3,4,326,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,95,5,2,1025,30,48,7,45,4,40,7,44,9,14,7,44,3
0,2022-01-03,1800,6,43,3,5,331,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,96,2,1,1026,30,52,6,43,3,38,5,41,9,15,5,41,1
0,2022-01-03,1900,5,41,3,5,333,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,5,2,1026,30,39,5,41,2,36,4,40,9,14,4,40,1
0,2022-01-03,2000,5,41,3,5,335,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,87,7,4,1026,30,26,5,41,1,34,4,39,9,14,4,39,1
0,2022-01-03,2100,3,37,3,5,337,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,82,10,6,1026,30,13,3,37,0,32,2,35,9,15,2,35,1
0,2022-01-03,2200,3,37,3,5,334,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,81,10,6,1025,30,23,3,37,-0,31,1,35,10,16,1,35,1
0,2022-01-03,2300,3,38,3,5,332,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,80,10,6,1025,30,32,3,38,-1,31,2,36,11,18,2,36,1
0,2022-01-04,0,3,38,3,5,329,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,79,10,6,1024,30,42,3,38,-1,30,2,36,13,21,2,36,1
0,2022-01-04,100,3,37,3,5,328,NNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,78,10,6,1023,30,30,3,37,-2,28,2,35,14,23,2,35,1
0,2022-01-04,200,3,37,3,5,328,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,78,10,6,1023,30,18,3,37,-3,27,2,35,14,23,2,35,1
0,2022-01-04,300,2,36,3,5,327,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,77,10,6,1022,30,5,2,36,-4,26,1,34,13,21,1,34,1
0,2022-01-04,400,2,36,3,5,324,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,78,10,6,1021,30,8,2,36,-3,26,1,34,12,19,1,34,1
0,2022-01-04,500,2,36,3,5,321,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,78,10,6,1021,30,10,2,36,-3,26,1,34,11,18,1,34,1
0,2022-01-04,600,2,36,3,5,318,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,79,10,6,1020,30,12,2,36,-3,26,1,33,11,18,1,33,2
0,2022-01-04,700,3,37,3,5,318,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,79,10,6,1019,30,41,3,37,-2,28,1,34,12,19,1,34,2
0,2022-01-04,800,2,36,3,6,317,NW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,80,10,6,1018,30,70,2,36,-1,30,1,33,12,19,1,33,1
0,2022-01-04,900,3,38,4,6,317,NW,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,80,10,6,1018,30,100,3,38,0,32,2,35,13,22,2,35,1
0,2022-01-04,1000,4,39,3,5,318,NW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,81,10,6,1016,30,71,4,39,1,34,3,37,15,24,3,37,1
0,2022-01-04,1100,6,43,3,5,320,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,82,10,6,1015,30,42,6,43,2,36,5,42,15,25,5,42,3
0,2022-01-04,1200,8,46,3,5,321,NW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,83,10,6,1014,30,13,8,46,3,37,7,45,16,26,7,45,3
0,2022-01-04,1300,9,48,3,5,331,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,85,10,6,1014,30,10,9,48,4,38,8,47,16,26,8,47,3
0,2022-01-04,1400,9,49,3,5,342,NNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,87,10,6,1013,30,8,9,49,4,40,9,48,16,26,9,48,3
0,2022-01-04,1500,9,48,4,6,352,N,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,88,10,6,1013,30,5,9,48,7,45,8,47,16,25,8,47,3
0,2022-01-04,1600,7,45,4,6,235,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,91,7,4,1013,30,21,7,45,6,43,6,43,16,25,6,43,3
0,2022-01-04,1700,6,42,4,6,119,ESE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,93,5,2,1014,30,37,6,42,5,40,4,40,16,26,4,40,3
0,2022-01-04,1800,6,42,4,7,2,N,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,96,2,1,1015,30,53,6,42,2,36,4,40,17,28,4,40,1
0,2022-01-04,1900,6,42,3,5,105,ESE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,96,2,1,1015,30,54,6,42,2,36,5,41,15,24,5,41,1
0,2022-01-04,2000,5,41,2,4,207,SSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,96,2,1,1015,30,55,5,41,3,37,5,41,14,22,5,41,1
0,2022-01-04,2100,5,41,1,2,310,NW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,96,2,1,1015,30,56,5,41,1,35,5,41,11,17,5,41,1
0,2022-01-04,2200,5,40,3,4,321,NW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.3,0.0,96,2,1,1013,30,71,5,40,2,35,4,39,10,16,4,39,1
0,2022-01-04,2300,3,38,4,7,332,NNW,299,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Moderate rain at times'},0.7,0.0,97,2,1,1011,30,85,3,38,3,37,1,34,11,18,1,34,1
0,2022-01-05,0,3,37,6,9,344,NNW,299,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Moderate rain at times'},0.9,0.0,97,2,1,1009,30,100,3,37,3,37,1,33,14,23,1,33,1
0,2022-01-05,100,2,36,6,9,346,NNW,305,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Heavy rain at times'},1.2,0.0,96,3,1,1009,30,98,2,36,2,35,-1,31,15,24,-1,31,1
0,2022-01-05,200,1,34,6,10,348,NNW,305,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Heavy rain at times'},1.2,0.0,96,4,2,1010,30,96,1,34,0,33,-2,28,18,29,-2,28,1
0,2022-01-05,300,0,32,6,10,350,N,329,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png'},{'value': 'Patchy moderate snow'},0.8,0.0,95,5,3,1010,30,94,0,32,-1,31,-3,26,20,32,-3,26,1
